lemma,length,suffix_2,suffix_3,suffix_4,prefix_2,prefix_3,prefix_4,projection_x,projection_y,article
INK-model,9,el,del,odel,in,ink,ink-,13.137766,12.106955,het
deelname-certificaat,20,at,aat,caat,de,dee,deel,11.064469,11.176956,het
reizigersvaccinatie,19,ie,tie,atie,re,rei,reiz,8.909313,5.850804,de
SEO/SEA-experen,15,en,ren,eren,se,seo,seo/,12.634085,13.365652,de
zoektraject,11,ct,ect,ject,zo,zoe,zoek,12.342765,16.058702,het
concurrentieniveau,18,au,eau,veau,co,con,conc,6.0887203,9.787057,het
gebruiksvriendelijkheid,23,id,eid,heid,ge,geb,gebr,10.379596,10.852503,de
afsprakenplanner,16,er,ner,nner,af,afs,afsp,9.656264,11.702049,de
reizigersspreekuur,18,ur,uur,kuur,re,rei,reiz,7.924041,8.425311,het
optimalisatieprocessen,22,en,sen,ssen,op,opt,opti,10.330174,10.327794,de
biobrandstofindustrie,21,ie,rie,trie,bi,bio,biob,9.278157,5.969654,de
grensrechterdrama,17,ma,ama,rama,gr,gre,gren,9.7256155,7.826758,het
voetballer,10,er,ler,ller,vo,voe,voet,5.5551667,10.214627,de
bevestigingsmail,16,il,ail,mail,be,bev,beve,9.362396,11.58631,both
voorschot,9,ot,hot,chot,vo,voo,voor,9.093516,11.924723,het
reservering,11,ng,ing,ring,re,res,rese,9.276359,10.222483,de
verzakingsrecht,15,ht,cht,echt,ve,ver,verz,11.139297,11.883579,het
annuleringskost,15,st,ost,kost,an,ann,annu,10.628412,9.460001,de
handbagage,10,ge,age,gage,ha,han,hand,8.225051,8.465107,de
passagiersruimte,16,te,mte,imte,pa,pas,pass,7.5404115,8.487698,de
autocar,7,ar,car,ocar,au,aut,auto,7.2696447,8.6997175,de
omnisportvereniging,19,ng,ing,ging,om,omn,omni,9.747333,11.910886,de
annuleringskoste,16,te,ste,oste,an,ann,annu,10.560041,9.390314,de
verzekeringsmaatschappij,24,ij,pij,ppij,ve,ver,verz,3.0536797,8.55478,de
opstapplaats,12,ts,ats,aats,op,ops,opst,8.693931,7.839952,de
Eventminded-bestuur,19,ur,uur,tuur,ev,eve,even,13.318169,11.009243,het
Copyright,9,ht,ght,ight,co,cop,copy,12.27453,12.199023,het
dienstenovereenkomst,20,st,mst,omst,di,die,dien,9.492823,12.2109375,de
omkasting,9,ng,ing,ting,om,omk,omka,11.169754,9.295846,de
buitenmuur,10,ur,uur,muur,bu,bui,buit,9.244067,7.8364263,de
inbouwrolluik,13,ik,uik,luik,in,inb,inbo,8.539856,9.294612,de
geleider,8,er,der,ider,ge,gel,gele,10.2155485,12.987753,de
voorzetluiak,12,ak,iak,uiak,vo,voo,voor,11.486321,7.1452804,de
lakwerk,7,rk,erk,werk,la,lak,lakw,11.17894,6.64057,het
paradepaard,11,rd,ard,aard,pa,par,para,9.918016,6.7940407,het
Lite,4,te,ite,lite,li,lit,lite,12.535756,8.478417,de
rolluikspecialis,16,is,lis,alis,ro,rol,roll,10.792411,10.867739,de
loper,5,er,per,oper,lo,lop,lope,12.048913,7.5619483,de
gebaar,6,ar,aar,baar,ge,geb,geba,12.141095,10.20169,het
atleet,6,et,eet,leet,at,atl,atle,11.283923,8.653969,de
kwalificatie,12,ie,tie,atie,kw,kwa,kwal,11.214224,10.041389,de
steeple,7,le,ple,eple,st,ste,stee,9.816683,7.6732616,de
handbereik,10,ik,eik,reik,ha,han,hand,10.370505,7.045795,het
ontwikkelingsfase,17,se,ase,fase,on,ont,ontw,8.975995,10.740869,de
geneesmiddel,12,el,del,ddel,ge,gen,gene,8.671164,5.9836926,het
theaterwereld,13,ld,eld,reld,th,the,thea,14.337122,12.106365,de
Hands-on,8,on,-on,s-on,ha,han,hand,10.308931,6.984118,het
Bex*team,8,am,eam,team,be,bex,bex*,5.8439565,10.527216,het
bestelhoeveelheid,17,id,eid,heid,be,bes,best,11.748174,8.4440975,de
doelgroepen,11,en,pen,epen,do,doe,doel,12.26576,11.535758,de
kieslijst,9,st,jst,ijst,ki,kie,kies,11.493401,14.21535,de
buitengebied,12,ed,ied,bied,bu,bui,buit,9.214838,7.797973,het
uitvaart,8,rt,art,aart,ui,uit,uitv,10.61162,9.811778,both
natuursteen,11,en,een,teen,na,nat,natu,9.421217,6.7751765,het
gedenkteken,11,en,ken,eken,ge,ged,gede,13.811009,11.119287,de
overleden,9,en,den,eden,ov,ove,over,13.311885,10.388292,de
rouwkaart,9,rt,art,aart,ro,rou,rouw,7.651928,12.729398,de
initiatiefgroep,15,ep,oep,roep,in,ini,init,10.422615,12.026715,de
burgerinitiatief,16,ef,ief,tief,bu,bur,burg,10.978388,12.194965,het
legalisatie,11,ie,tie,atie,le,leg,lega,11.145381,11.982807,de
codicil,7,il,cil,icil,co,cod,codi,11.993054,8.835549,het
testament,9,nt,ent,ment,te,tes,test,14.377102,9.606288,het
initiatiefwet,13,et,wet,fwet,in,ini,init,11.023329,12.062826,de
Christen-Unië,13,ië,nië,unië,ch,chr,chri,14.423324,9.63902,de
geloofsovertuiging,18,ng,ing,ging,ge,gel,gelo,14.344274,9.674758,de
urn,3,rn,urn,urn,ur,urn,urn,13.162929,7.791404,de
grafrecht,9,ht,cht,echt,gr,gra,graf,11.385777,11.749851,de
doodsoorzaak,12,ak,aak,zaak,do,doo,dood,13.34701,10.462971,de
lichaamgewicht,14,ht,cht,icht,li,lic,lich,11.725715,4.3213873,het
lijkbezorging,13,ng,ing,ging,li,lij,lijk,13.429124,10.476362,de
schuifdeur,10,ur,eur,deur,sc,sch,schu,9.557193,8.283363,de
bakje,5,je,kje,akje,ba,bak,bakj,13.137373,8.568153,het
uitvaartbranche,15,he,che,nche,ui,uit,uitv,9.0460615,12.700033,de
uitvaartwereld,14,ld,eld,reld,ui,uit,uitv,9.974626,9.844427,de
aula,4,la,ula,aula,au,aul,aula,6.6163273,11.609142,de
plechtigheid,12,id,eid,heid,pl,ple,plec,12.27058,10.055001,de
familiebericht,14,ht,cht,icht,fa,fam,fami,6.4455614,4.7908716,het
uitvaartdienst,14,st,nst,enst,ui,uit,uitv,9.720319,12.030861,de
uitvaartondernemer,18,er,mer,emer,ui,uit,uitv,8.821921,9.401254,de
kerk/aula,9,la,ula,aula,ke,ker,kerk,13.170474,6.909513,de
familiepagina,13,na,ina,gina,fa,fam,fami,6.4582677,4.8096757,de
rouwbericht,11,ht,cht,icht,ro,rou,rouw,12.864728,7.7316775,het
Familieberichtenpagina,22,na,ina,gina,fa,fam,fami,6.4402704,4.7924576,de
sterfdag,8,ag,dag,fdag,st,ste,ster,13.431887,10.473836,de
plaatsingsdatum,15,um,tum,atum,pl,pla,plaa,15.005483,10.829773,de
handdruk,8,uk,ruk,druk,ha,han,hand,12.646238,11.950494,de
crematorium,11,um,ium,rium,cr,cre,crem,13.516148,10.423545,het
rouwauto,8,to,uto,auto,ro,rou,rouw,6.414228,8.704724,de
volgwagen,9,en,gen,agen,vo,vol,volg,6.444074,8.75409,de
rouwstoet,9,et,oet,toet,ro,rou,rouw,12.068941,7.031519,de
koetsier,8,er,ier,sier,ko,koe,koet,13.007617,6.0233955,de
lijkwag,7,ag,wag,kwag,li,lij,lijk,11.017327,6.9480715,de
stoet,5,et,oet,toet,st,sto,stoe,15.221521,6.7609777,de
hoofdeind,9,nd,ind,eind,ho,hoo,hoof,10.662793,8.164275,het
haak,4,ak,aak,haak,ha,haa,haak,13.347028,7.307122,de
html-code,9,de,ode,code,ht,htm,html,12.589375,13.057576,de
nachtzorg,9,rg,org,zorg,na,nac,nach,6.123171,6.558898,de
zorgpersoneel,13,el,eel,neel,zo,zor,zorg,7.9448953,5.981417,het
buitenschil,11,il,hil,chil,bu,bui,buit,10.382033,8.528835,de
camerasysteem,13,em,eem,teem,ca,cam,came,13.956299,13.257731,het
zonegrens,9,ns,ens,rens,zo,zon,zone,9.17918,7.5177984,de
kamerdeur,9,ur,eur,deur,ka,kam,kame,8.489945,8.160981,de
deken,5,en,ken,eken,de,dek,deke,11.538889,7.5401115,de
leefcirkel,10,el,kel,rkel,le,lee,leef,7.452966,8.026979,de
nachtzorgteam,13,am,eam,team,na,nac,nach,6.115705,6.5555124,het
gehandicaptenzorg,17,rg,org,zorg,ge,geh,geha,7.828047,6.0772023,de
noodsituatie,12,ie,tie,atie,no,noo,nood,10.125047,11.10904,de
dementiezorg,12,rg,org,zorg,de,dem,deme,8.014023,6.0302563,de
functiewijzer,13,er,zer,jzer,fu,fun,func,10.110219,10.232601,de
zorgorganisatie,15,ie,tie,atie,zo,zor,zorg,7.9207172,5.930927,de
domotica,8,ca,ica,tica,do,dom,domo,11.976871,7.039552,de
kenniscirkel,12,el,kel,rkel,ke,ken,kenn,12.102223,13.392399,de
abonnement,10,nt,ent,ment,ab,abo,abon,8.724589,12.062461,het
psychogeriatrie,15,ie,rie,trie,ps,psy,psyc,8.547218,6.382215,de
RIVM,4,vm,ivm,rivm,ri,riv,rivm,13.161609,7.303193,het
zorgproces,10,es,ces,oces,zo,zor,zorg,7.9331017,6.006691,het
slaapfunctie,12,ie,tie,ctie,sl,sla,slaa,6.6807594,6.7603893,de
Hoekbank,8,nk,ank,bank,ho,hoe,hoek,8.186287,13.240291,de
hoekbank,8,nk,ank,bank,ho,hoe,hoek,10.45771,7.9658036,de
meubelstuk,10,uk,tuk,stuk,me,meu,meub,7.7230797,7.2264404,het
levenslust,10,st,ust,lust,le,lev,leve,7.487911,8.006041,de
vonk,4,nk,onk,vonk,vo,von,vonk,12.864469,7.58253,de
engheid,7,id,eid,heid,en,eng,engh,11.996129,9.677473,de
buzz,4,zz,uzz,buzz,bu,buz,buzz,11.367974,7.555409,de
Taxioorlog,10,og,log,rlog,ta,tax,taxi,6.4473386,8.739254,de
spijker,7,er,ker,jker,sp,spi,spij,12.041184,7.1199784,de
goedzak,7,ak,zak,dzak,go,goe,goed,12.862606,9.361854,de
wereldwijze,11,ze,jze,ijze,we,wer,were,9.86018,9.701636,de
gebod,5,od,bod,ebod,ge,geb,gebo,13.502388,6.6372814,het
daglicht,8,ht,cht,icht,da,dag,dagl,9.561161,5.255245,het
schaduwzijde,12,de,jde,ijde,sc,sch,scha,10.03343,5.760022,de
dvd,3,vd,dvd,dvd,dv,dvd,dvd,14.45898,12.872196,de
filmgeschiedenis,16,is,nis,enis,fi,fil,film,14.333219,12.634926,de
spiegel,7,el,gel,egel,sp,spi,spie,10.129452,5.9318604,de
geluidsbarrière,15,re,ère,ière,ge,gel,gelu,15.958021,12.627511,de
prikkel,7,el,kel,kkel,pr,pri,prik,12.603565,8.625065,de
kleinst,7,st,nst,inst,kl,kle,klei,12.450145,8.572407,de
best.,5,t.,st.,est.,be,bes,best,12.585757,9.336223,het
rolprent,8,nt,ent,rent,ro,rol,rolp,10.707987,7.65577,de
hamburger,9,er,ger,rger,ha,ham,hamb,12.252583,4.657451,de
gek,3,ek,gek,gek,ge,gek,gek,12.481893,8.951774,de
smalltalk,9,lk,alk,talk,sm,sma,smal,12.50645,8.518762,de
uitzonderingsgroep,18,ep,oep,roep,ui,uit,uitz,11.71813,9.733508,de
vervolgonderzoek,16,ek,oek,zoek,ve,ver,verv,7.601795,11.447382,het
valreep,7,ep,eep,reep,va,val,valr,13.909768,6.5846887,de
entree,6,ee,ree,tree,en,ent,entr,10.266433,8.584028,de
dinopad,7,ad,pad,opad,di,din,dino,11.52208,5.902676,het
labyrint,8,nt,int,rint,la,lab,laby,9.253054,8.108099,het
dino,4,no,ino,dino,di,din,dino,11.829236,6.3474617,de
rangerpakket,12,et,ket,kket,ra,ran,rang,10.828772,12.516366,het
toeristenindustrie,18,ie,rie,trie,to,toe,toer,7.864708,8.362652,de
Venstraat,9,at,aat,raat,ve,ven,vens,14.67043,8.105585,de
jaagpad,7,ad,pad,gpad,ja,jaa,jaag,11.649625,5.8763657,het
venstraat,9,at,aat,raat,ve,ven,vens,14.650262,8.119401,de
verkeershinder,14,er,der,nder,ve,ver,verk,6.66415,9.039601,de
rechteroever,12,er,ver,ever,re,rec,rech,16.128534,8.736479,de
linkeroever,11,er,ver,ever,li,lin,link,16.136555,8.737001,de
carpoolparking,14,ng,ing,king,ca,car,carp,1.700723,9.27276,de
fasering,8,ng,ing,ring,fa,fas,fase,10.592683,7.940931,de
bereikbaarheidsadviseur,23,ur,eur,seur,be,ber,bere,9.798331,11.978413,de
Directeur,9,ur,eur,teur,di,dir,dire,10.185518,12.895882,de
Manager,7,er,ger,ager,ma,man,mana,9.952234,13.113606,de
managementteamleid,18,id,eid,leid,ma,man,mana,9.884849,12.769576,de
poezelachje,11,je,hje,chje,po,poe,poez,13.358971,9.418608,het
productieplatfor,16,or,for,tfor,pr,pro,prod,8.676641,11.224354,de
testperiode,11,de,ode,iode,te,tes,test,7.4367085,10.905693,de
technologiecentrum,18,um,rum,trum,te,tec,tech,8.503294,10.381198,het
productkwaliteit,16,it,eit,teit,pr,pro,prod,9.088168,11.158138,de
verzorgingsstaat,16,at,aat,taat,ve,ver,verz,8.872479,13.450824,de
overstroming,12,ng,ing,ming,ov,ove,over,9.612915,3.7143967,de
klaslokaal,10,al,aal,kaal,kl,kla,klas,6.5674176,11.706275,both
dagopvang,9,ng,ang,vang,da,dag,dago,6.0934134,7.1164455,de
schoolhoofd,11,fd,ofd,oofd,sc,sch,scho,6.1556854,11.977712,het
orkestlid,9,id,lid,tlid,or,ork,orke,15.37854,11.911976,de
NSO,3,so,nso,nso,ns,nso,nso,13.512376,7.9665656,het
wereldpremière,14,re,ère,ière,we,wer,were,9.876261,9.746029,de
omgangsvorm,11,rm,orm,vorm,om,omg,omga,11.211491,11.039668,de
praktijkhouder,14,er,der,uder,pr,pra,prak,9.927112,12.435399,de
testgegeven,11,en,ven,even,te,tes,test,7.453056,10.934878,de
richtprijs,10,js,ijs,rijs,ri,ric,rich,8.376825,12.8251915,de
radiatoren,10,en,ren,oren,ra,rad,radi,10.015419,5.508776,de
radiatour,9,ur,our,tour,ra,rad,radi,9.913778,5.64866,de
topprioriteit,13,it,eit,teit,to,top,topp,11.033067,10.962064,de
eenheid,7,id,eid,heid,ee,een,eenh,11.118498,10.927067,de
omheining,9,ng,ing,ning,om,omh,omhe,10.931242,9.8227625,de
afvalerfenis,12,is,nis,enis,af,afv,afva,11.708626,6.402253,de
vliegur,7,ur,gur,egur,vl,vli,vlie,9.304216,4.7587237,de
smaldeelpiloot,14,ot,oot,loot,sm,sma,smal,9.361092,4.9202123,de
cockpit,7,it,pit,kpit,co,coc,cock,9.085561,4.479586,de
bunker,6,er,ker,nker,bu,bun,bunk,8.235285,7.5276055,de
schietveld,10,ld,eld,veld,sc,sch,schi,11.207211,7.22828,het
startbaancontroleur,19,ur,eur,leur,st,sta,star,14.705523,11.599633,de
startbaan,9,an,aan,baan,st,sta,star,14.729634,11.584668,de
peterschap,10,ap,hap,chap,pe,pet,pete,12.633578,6.800246,het
eindnadering,12,ng,ing,ring,ei,ein,eind,9.600678,9.551574,de
knieoperatie,12,ie,tie,atie,kn,kni,knie,9.83557,9.7866745,de
operatieafdeling,16,ng,ing,ling,op,ope,oper,8.104752,6.097297,de
bruidsjur,9,ur,jur,sjur,br,bru,brui,13.995568,8.913339,de
omleidingsroute,15,te,ute,oute,om,oml,omle,8.913962,8.585343,de
omleiding,9,ng,ing,ding,om,oml,omle,10.88703,9.514744,de
berijdbaarheid,14,id,eid,heid,be,ber,beri,11.212751,10.041041,de
wegvak,6,ak,vak,gvak,we,weg,wegv,10.202441,8.560224,het
rijstrok,8,ok,rok,trok,ri,rij,rijs,11.898302,1.5249586,de
weggebruiker,12,er,ker,iker,we,weg,wegg,6.8651366,8.971341,de
vergankelijkheid,16,id,eid,heid,ve,ver,verg,11.576939,10.015364,de
landschapstuin,14,in,uin,tuin,la,lan,land,11.300529,4.9223504,de
huizenmarkt,11,kt,rkt,arkt,hu,hui,huiz,7.0809073,7.5405164,de
HuizenBank,10,nk,ank,bank,hu,hui,huiz,8.220609,13.203612,de
dienstverlener,14,er,ner,ener,di,die,dien,9.681535,12.461661,de
hypotheekadvie,14,ie,vie,dvie,hy,hyp,hypo,12.145858,10.298415,het
Beijing,7,ng,ing,jing,be,bei,beij,13.305123,7.0970197,de
suicidedoor,11,or,oor,door,su,sui,suic,13.327043,10.458212,de
productiewag,12,ag,wag,ewag,pr,pro,prod,8.872252,11.333347,de
kerstcommercials,16,ls,als,ials,ke,ker,kers,4.5305457,6.5725117,de
peutergroep,11,ep,oep,roep,pe,peu,peut,6.9301004,5.295335,de
leidster,8,er,ter,ster,le,lei,leid,12.453279,7.118865,de
groepsbericht,13,ht,cht,icht,gr,gro,groe,10.598355,12.237425,het
vastlegging,11,ng,ing,ging,va,vas,vast,11.0657215,9.209731,de
bewaartermijn,13,jn,ijn,mijn,be,bew,bewa,10.914515,9.587677,de
oudegracht,10,ht,cht,acht,ou,oud,oude,14.351555,10.257772,de
overschakeling,14,ng,ing,ling,ov,ove,over,13.375129,15.617696,de
buurthuis,9,is,uis,huis,bu,buu,buur,7.526039,7.5742006,het
Buurthuis,9,is,uis,huis,bu,buu,buur,7.406195,7.470825,het
buurtkamer,10,er,mer,amer,bu,buu,buur,7.669988,7.276451,de
geldkraan,9,an,aan,raan,ge,gel,geld,8.292119,13.257975,de
levenslicht,11,ht,cht,icht,le,lev,leve,10.014165,5.653762,het
protestlied,11,ed,ied,lied,pr,pro,prot,11.659078,12.429884,het
muntstukk,9,kk,ukk,tukk,mu,mun,munt,11.134305,7.106756,de
hogepriester,12,er,ter,ster,ho,hog,hoge,14.376014,9.63305,de
leeuw,5,uw,euw,eeuw,le,lee,leeu,11.582471,5.8474884,de
lam,3,am,lam,lam,la,lam,lam,12.088,7.3012342,het
anonimiteit,11,it,eit,teit,an,ano,anon,11.994463,10.936324,de
mensenrecht,11,ht,cht,echt,me,men,mens,11.601521,12.274995,de
genialiteit,11,it,eit,teit,ge,gen,geni,11.808181,10.4636135,de
bril,4,il,ril,bril,br,bri,bril,10.407001,5.8695745,de
roddel,6,el,del,ddel,ro,rod,rodd,12.501288,7.0507517,de
zwanger,7,er,ger,nger,zw,zwa,zwan,7.2290463,5.0340786,het
timmermansbedrijf,17,jf,ijf,rijf,ti,tim,timm,8.470888,9.154612,het
sekes,5,es,kes,ekes,se,sek,seke,11.555888,8.226534,de
wonder,6,er,der,nder,wo,won,wond,11.68744,10.781145,both
gezalfde,8,de,fde,lfde,ge,gez,geza,13.504542,6.630477,de
koningschap,11,ap,hap,chap,ko,kon,koni,13.8727865,9.55586,het
kruisdood,9,od,ood,dood,kr,kru,krui,13.993119,9.523655,de
kruiswoord,10,rd,ord,oord,kr,kru,krui,12.536682,11.181165,de
dimensie,8,ie,sie,nsie,di,dim,dime,10.151179,8.991456,de
claim,5,im,aim,laim,cl,cla,clai,11.302695,11.271097,de
nekslag,7,ag,lag,slag,ne,nek,neks,11.275638,6.839608,de
volgeling,9,ng,ing,ling,vo,vol,volg,12.654864,10.022593,de
tegenkracht,11,ht,cht,acht,te,teg,tege,11.315186,12.588164,de
duvel,5,el,vel,uvel,du,duv,duve,12.985569,7.902827,de
gelukshormoon,13,on,oon,moon,ge,gel,gelu,13.110645,9.711795,het
kalknagel,9,el,gel,agel,ka,kal,kalk,11.386306,6.8469715,de
zoster-varicella-virus,22,us,rus,irus,zo,zos,zost,8.94311,5.578222,het
varicella-zostervirus,21,us,rus,irus,va,var,vari,8.910711,5.5653834,het
gordelroos,10,os,oos,roos,go,gor,gord,11.902059,6.3423557,de
stadsarchief,12,ef,ief,hief,st,sta,stad,7.990417,8.007139,het
Anthonispoort,13,rt,ort,oort,an,ant,anth,12.540655,7.4579287,de
noodzaaklijkheid,16,id,eid,heid,no,noo,nood,11.077443,10.631555,de
suppliant,9,nt,ant,iant,su,sup,supp,10.775847,9.146069,de
heeren,6,en,ren,eren,he,hee,heer,13.380722,9.038062,de
Gouvernement,12,nt,ent,ment,go,gou,gouv,10.522396,13.413654,het
vertaalproject,14,ct,ect,ject,ve,ver,vert,12.794245,11.281685,de
frontcamera,11,ra,era,mera,fr,fro,fron,13.9672575,13.238368,de
backcamera-functie,18,ie,tie,ctie,ba,bac,back,13.961393,13.267117,de
dramaqueen,10,en,een,ueen,dr,dra,dram,13.317687,10.928008,de
woonomgeving,12,ng,ing,ving,wo,woo,woon,7.4578404,7.6808524,de
Bruxelles,9,es,les,lles,br,bru,brux,10.493179,14.323445,de
studiedienst,12,st,nst,enst,st,stu,stud,6.9314313,11.664737,de
hoofdgeneesheer,15,er,eer,heer,ho,hoo,hoof,12.932281,9.3050585,de
patiëntendossier,16,er,ier,sier,pa,pat,pati,8.007898,5.9478765,het
geneesheer,10,er,eer,heer,ge,gen,gene,13.172439,8.911194,de
beroepsgeheim,13,im,eim,heim,be,ber,bero,9.685086,13.319749,het
achten,6,en,ten,hten,ac,ach,acht,12.0540085,9.33343,het
archiefwet,10,et,wet,fwet,ar,arc,arch,14.013381,10.961464,de
voogdijminister,15,er,ter,ster,vo,voo,voog,10.310458,13.291119,de
fotocopie,9,ie,pie,opie,fo,fot,foto,13.830078,13.159731,de
microfilm,9,lm,ilm,film,mi,mic,micr,9.21816,6.1065717,de
territoriaal,12,al,aal,iaal,te,ter,terr,9.1088705,7.5003996,het
ondertekenaar,13,ar,aar,naar,on,ond,onde,11.862151,11.654433,de
ontslagbrief,12,ef,ief,rief,on,ont,onts,10.663829,9.346454,de
opvangbakje,11,je,kje,akje,op,opv,opva,8.236543,7.891823,het
doordrukstrip,13,ip,rip,trip,do,doo,door,13.200858,12.070649,de
klepje,6,je,pje,epje,kl,kle,klep,12.876305,6.254485,het
dagaanduiding,13,ng,ing,ding,da,dag,daga,10.997622,7.479432,de
medicijndoos,12,os,oos,doos,me,med,medi,8.573579,5.9902267,both
etui,4,ui,tui,etui,et,etu,etui,12.901174,8.865325,de
trilfunctie,11,ie,tie,ctie,tr,tri,tril,11.799169,8.350076,de
pillendoos,10,os,oos,doos,pi,pil,pill,11.825399,6.8690934,de
opbergbak,9,ak,bak,gbak,op,opb,opbe,12.686033,7.1812487,de
klepjes,7,es,jes,pjes,kl,kle,klep,12.9693575,6.1286025,de
dagdeel,7,el,eel,deel,da,dag,dagd,6.0248094,7.112285,het
medicijnkast,12,st,ast,kast,me,med,medi,8.655143,6.0201826,het
doseerdoos,10,os,oos,doos,do,dos,dose,12.277351,11.941535,de
dekseltje,9,je,tje,ltje,de,dek,deks,12.386885,8.631575,het
pillentas,9,as,tas,ntas,pi,pil,pill,11.912174,6.9935822,het
Kinderboekenweek-activiteiten,29,en,ten,iten,ki,kin,kind,12.72223,12.57059,de
museumbezoek,12,ek,oek,zoek,mu,mus,muse,13.844454,11.682812,het
MuseumShop,10,op,hop,shop,mu,mus,muse,13.833206,11.673161,de
borstelvorm,11,rm,orm,vorm,bo,bor,bors,10.771691,7.4632916,de
ict,3,ct,ict,ict,ic,ict,ict,13.337977,8.069859,de
ictadviseur,11,ur,eur,seur,ic,ict,icta,10.029591,12.168046,de
congrescentra,13,ra,tra,ntra,co,con,cong,10.758783,13.412793,de
expositiecentrum,16,um,rum,trum,ex,exp,expo,13.826257,11.756391,het
beurs-,6,s-,rs-,urs-,be,beu,beur,12.337035,7.330038,het
platenspeler,12,er,ler,eler,pl,pla,plat,11.080614,7.6236925,de
manifest,8,st,est,fest,ma,man,mani,11.418835,10.372828,het
Manifest,8,st,est,fest,ma,man,mani,11.581217,10.355939,het
migranot,8,ot,not,anot,mi,mig,migr,8.588221,8.701343,de
wateropname,11,me,ame,name,wa,wat,wate,10.029951,3.530766,de
zoutgehalte,11,te,lte,alte,zo,zou,zout,10.417124,6.1512165,het
tomatenplant,12,nt,ant,lant,to,tom,toma,12.381672,4.957644,de
verwenning,10,ng,ing,ning,ve,ver,verw,11.269546,9.387716,de
beats,5,ts,ats,eats,be,bea,beat,11.35713,7.741741,de
baai,4,ai,aai,baai,ba,baa,baai,13.390702,7.4190044,de
skybar,6,ar,bar,ybar,sk,sky,skyb,8.986,8.15428,de
strandhuis,10,is,uis,huis,st,str,stra,10.336991,4.1828833,de
toeristenbelasting,18,ng,ing,ting,to,toe,toer,7.2136145,14.433046,de
BTWverlaging,12,ng,ing,ging,bt,btw,btwv,11.196425,9.409088,de
nerf,4,rf,erf,nerf,ne,ner,nerf,13.537024,7.897955,de
lak,3,ak,lak,lak,la,lak,lak,12.472739,7.777158,de
lerarenopleiding,16,ng,ing,ding,le,ler,lera,6.3826237,11.686431,de
vraagprijs,10,js,ijs,rijs,vr,vra,vraa,8.493891,12.474681,de
zuidwesten,10,en,ten,sten,zu,zui,zuid,11.014031,4.0488567,het
trappenhuis,11,is,uis,huis,tr,tra,trap,8.655886,7.7404947,het
CVketel,7,el,tel,etel,cv,cvk,cvke,13.57311,7.8730254,de
aanbouw,7,uw,ouw,bouw,aa,aan,aanb,8.859053,9.37349,de
wasmachine-aansluiting,22,ng,ing,ting,wa,was,wasm,10.945202,3.3369484,de
schuifpui,9,ui,pui,fpui,sc,sch,schu,12.984485,6.612351,de
tuinterras,10,as,ras,rras,tu,tui,tuin,11.430137,4.832186,het
voetgangersgebied,17,ed,ied,bied,vo,voe,voet,8.60469,8.104893,het
tuinman,7,an,man,nman,tu,tui,tuin,11.472744,4.8276143,de
icoon,5,on,oon,coon,ic,ico,icoo,12.718655,8.027311,de
kruik,5,ik,uik,ruik,kr,kru,krui,13.04876,6.13719,both
opstanding,10,ng,ing,ding,op,ops,opst,9.240679,9.14344,de
Leven,5,en,ven,even,le,lev,leve,12.807183,7.7738323,het
duurzaamheid,12,id,eid,heid,du,duu,duur,11.272475,15.247925,de
kernhout,8,ut,out,hout,ke,ker,kern,9.75946,6.6770763,het
IT-bedrijf,10,jf,ijf,rijf,it,it-,it-b,9.194698,10.790147,het
IT-oplossing,12,ng,ing,sing,it,it-,it-o,9.260399,10.627327,de
SASplatform,11,rm,orm,form,sa,sas,sasp,5.2042994,10.599042,het
fotomok,7,ok,mok,omok,fo,fot,foto,13.799516,13.113807,de
cadeaumoment,12,nt,ent,ment,ca,cad,cade,8.603855,12.802897,het
harddisk,8,sk,isk,disk,ha,har,hard,8.302728,10.332262,de
settop,6,op,top,ttop,se,set,sett,11.705222,8.217036,de
penetratie,10,ie,tie,atie,pe,pen,pene,10.787429,8.862849,de
werkruimtes,11,es,tes,mtes,we,wer,werk,9.505246,13.852276,de
brandpreventie,14,ie,tie,ntie,br,bra,bran,8.3446455,11.824063,de
onveiligheid,12,id,eid,heid,on,onv,onve,10.22524,11.332325,de
IslamDemocrat,13,at,rat,crat,is,isl,isla,15.056854,9.476246,de
slachtofferrol,14,ol,rol,rrol,sl,sla,slac,13.010028,10.418498,de
IslamDemocraten,15,en,ten,aten,is,isl,isla,15.081065,9.505086,de
briefschrijver,14,er,ver,jver,br,bri,brie,12.617036,12.032221,de
bikinibroek,11,ek,oek,roek,bi,bik,biki,10.53401,6.4956255,de
hulpvrager,10,er,ger,ager,hu,hul,hulp,10.114981,11.20392,de
medemens,8,ns,ens,mens,me,med,mede,8.576088,6.0375824,de
voornaamwoordgebruik,20,ik,uik,ruik,vo,voo,voor,12.793087,10.852029,het
grammatica,10,ca,ica,tica,gr,gra,gram,12.658088,11.23645,de
aanspreking,11,ng,ing,king,aa,aan,aans,11.593091,11.006937,de
titelcyclus,11,us,lus,clus,ti,tit,tite,12.784137,10.905489,de
televisieserie,14,ie,rie,erie,te,tel,tele,14.716697,12.765534,de
locomotief,10,ef,ief,tief,lo,loc,loco,6.3044786,8.724221,de
noodstop,8,op,top,stop,no,noo,nood,10.133147,10.994452,de
tiener,6,er,ner,ener,ti,tie,tien,12.536655,8.316428,de
ananas,6,as,nas,anas,an,ana,anan,12.754782,4.989227,de
